,colsample_bytree,label_0_acc,label_1_acc,label_2_acc,label_3_acc,label_4_acc,label_5_acc,lambda_l1,lambda_l2,learning_rate,loss,max_bin,max_depth,min_child_samples,min_child_weight,n_estimators,num_class,num_leaves,subsample,subsample_freq,test_acc
33,0.3,0.9641760491299898,0.800942285041225,0.647261636387747,0.5045045045045045,0.38688068756319516,0.4098207326578332,0.01,0.0001,0.02,1.0507553365691609,250,7,10,0,643,6,15,0.7,1,0.5389312555260831
34,0.25,0.9590583418628454,0.8021201413427562,0.6439464262034214,0.507690617446715,0.3863751263902932,0.4096648480124708,0.0001,0.0001,0.015,1.0506253303169906,250,6,10,0,914,6,19,0.8,1,0.5389036251105217
35,0.2,0.9600818833162743,0.7978798586572439,0.6492507624983423,0.503295978905735,0.3814459049544995,0.41044427123928295,0.001,0.01,0.015,1.0504714350757964,250,4,60,0,1013,6,15,0.7,1,0.5374944739168878
36,0.25,0.9713408393039918,0.8025912838633686,0.6480572868319852,0.5009887936717206,0.3857431749241658,0.4102883865939205,0.001,0.01,0.02,1.0508745515218565,350,4,50,0,1001,6,8,0.7,2,0.538433908045977
37,0.2,0.9641760491299898,0.799057714958775,0.6459355523140167,0.5027466490881125,0.3871334681496461,0.4093530787217459,0.0001,0.001,0.015,1.0505482854431942,350,5,30,0,1014,6,15,0.8,2,0.5379641909814323
38,0.2,0.9559877175025588,0.8028268551236749,0.6439464262034214,0.5088991430454846,0.3768958543983822,0.41652377240841776,0.001,0.01,0.015,1.0508050394706518,450,5,20,0,962,6,21,0.7,2,0.5383510167992926
39,0.25,0.9590583418628454,0.806831566548881,0.6448746850550325,0.501977587343441,0.3880182002022245,0.4107560405300078,0.0001,0.01,0.03,1.050213684699933,250,6,20,0,492,6,19,0.7,2,0.5387654730327144
40,0.3,0.9672466734902764,0.8004711425206125,0.6479246784246121,0.5031861129422105,0.38296258847320525,0.41153546375681993,0.001,0.001,0.02,1.0505659306601551,350,6,40,0,633,6,19,0.8,1,0.5382128647214854
41,0.3,0.9692937563971341,0.8073027090694935,0.6432833841665562,0.5018677213799165,0.3934529828109201,0.40857365549493374,0.01,0.001,0.015,1.0503659248545103,450,6,20,0,962,6,13,0.7,1,0.539539124668435
42,0.3,0.9723643807574207,0.8023557126030624,0.6577377005702162,0.4915403208086135,0.38700707785642063,0.41091192517537023,0.001,0.0001,0.03,1.0522126719556189,550,4,30,0,1033,6,3,0.9,2,0.5384615384615384
43,0.3,0.9692937563971341,0.8054181389870436,0.6448746850550325,0.503295978905735,0.39143073811931245,0.4060795011691348,0.01,0.001,0.03,1.0506942387544804,350,7,50,0,594,6,11,0.9,1,0.5391246684350133
44,0.3,0.9651995905834186,0.8049469964664311,0.6451399018697785,0.5029663810151616,0.3834681496461072,0.4112236944660951,0.001,0.01,0.03,1.0501357411934813,250,6,60,0,531,6,17,0.9,1,0.5381023430592397
45,0.3,0.970317297850563,0.8075382803297998,0.6451399018697785,0.5034058448692595,0.3835945399393327,0.4160561184723305,0.01,0.01,0.03,1.0505778752342796,350,5,50,0,588,6,13,0.8,3,0.539539124668435
46,0.3,0.9662231320368475,0.8023557126030624,0.6496485877204615,0.4968138870577895,0.39004044489383216,0.41153546375681993,0.0001,0.01,0.02,1.0501798272499965,350,4,60,0,985,6,11,0.8,1,0.5387102122015915
47,0.3,0.9631525076765609,0.8,0.6524333642752951,0.501757855416392,0.38511122345803844,0.4093530787217459,0.001,0.0001,0.02,1.0499619932062056,350,5,60,0,703,6,19,0.9,2,0.5387102122015915
48,0.2,0.9611054247697032,0.8040047114252061,0.6414268664633338,0.505493298176225,0.38827098078867545,0.40950896336710835,0.01,0.0001,0.015,1.0506366466743893,550,6,40,0,1013,6,15,0.9,1,0.5384891688771
49,0.25,0.9641760491299898,0.8054181389870436,0.642752950537064,0.5056031641397495,0.3806875631951466,0.41402961808261884,0.001,0.001,0.015,1.050481418090723,350,5,30,0,1113,6,13,0.8,3,0.5381852343059239
50,0.3,0.9651995905834186,0.7957597173144876,0.6529637979047872,0.5,0.3902932254802831,0.40623538581449725,0.0001,0.0001,0.02,1.0510475915527766,550,5,20,0,600,6,11,0.9,1,0.5385167992926614
51,0.3,0.9682702149437052,0.7964664310954064,0.6548203156080096,0.49417710393320147,0.3867542972699697,0.4116913484021824,0.01,0.001,0.015,1.0522385830643892,250,4,50,0,1500,6,4,0.8,1,0.5377984084880637
52,0.25,0.970317297850563,0.8054181389870436,0.6439464262034214,0.5071412876290925,0.3862487360970677,0.41247077162899454,0.0001,0.001,0.02,1.0502093122556484,250,5,50,0,964,6,11,0.8,1,0.5399259504862953
53,0.2,0.9580348004094166,0.799057714958775,0.6450072934624055,0.5040650406504065,0.3916835187057634,0.4060795011691348,0.001,0.0001,0.015,1.0509662430866216,450,6,20,0,907,6,15,0.9,1,0.5383510167992926
54,0.25,0.9692937563971341,0.7995288574793875,0.6493833709057154,0.500659195781147,0.3883973710819009,0.41013250194855805,0.001,0.001,0.03,1.050316895217501,550,4,50,0,602,6,12,0.8,1,0.5387654730327144
55,0.2,0.9600818833162743,0.8063604240282686,0.6358573133536666,0.5113161942430235,0.37980283114256824,0.4177708495713172,0.001,0.001,0.02,1.0512126162202369,350,7,60,0,742,6,19,0.7,3,0.5386549513704686
56,0.2,0.9611054247697032,0.7971731448763251,0.6529637979047872,0.501977587343441,0.38877654196157735,0.40265003897116136,0.0001,0.001,0.015,1.050804912326199,350,4,20,0,865,6,15,0.7,1,0.5381023430592397
57,0.2,0.9631525076765609,0.7997644287396938,0.6487203288688503,0.500219731927049,0.3853640040444894,0.40857365549493374,0.0001,0.001,0.03,1.050702110905022,250,4,20,0,515,6,15,0.8,2,0.5374392130857648
58,0.25,0.9631525076765609,0.8007067137809187,0.6481898952393582,0.504834102395078,0.38435288169868553,0.4127825409197194,0.001,0.001,0.015,1.050286733397466,350,4,50,0,1074,6,15,0.7,3,0.5391246684350133
59,0.25,0.962128966223132,0.8011778563015313,0.6455377270918976,0.505053834322127,0.3894084934277047,0.4077942322681216,0.001,0.001,0.015,1.0506956757857897,550,6,10,0,943,6,15,0.8,2,0.5388759946949602
60,0.2,0.9600818833162743,0.8007067137809187,0.6450072934624055,0.505493298176225,0.38751263902932254,0.41044427123928295,0.001,0.001,0.02,1.0502756417913315,250,5,40,0,808,6,19,0.9,1,0.5388207338638373
61,0.3,0.9651995905834186,0.8098939929328622,0.642752950537064,0.503076246978686,0.390798786653185,0.40950896336710835,0.001,0.001,0.03,1.0501120511541118,450,6,20,0,548,6,15,0.9,3,0.5395114942528736
62,0.25,0.970317297850563,0.8047114252061248,0.6468638111656279,0.5029663810151616,0.3859959555106168,0.40857365549493374,0.0001,0.0001,0.02,1.050483848864334,350,5,30,0,964,6,11,0.9,1,0.5386549513704686
63,0.25,0.9672466734902764,0.8122497055359246,0.6415594748707067,0.5040650406504065,0.38688068756319516,0.41340607950116914,0.01,0.001,0.015,1.0503683063996567,550,5,50,0,1263,6,11,0.8,1,0.5396772767462422
64,0.25,0.9641760491299898,0.8016489988221437,0.6492507624983423,0.4996704021094265,0.38549039433771487,0.41200311769290726,0.0001,0.01,0.03,1.050667738945437,250,4,10,0,584,6,15,0.8,3,0.5382957559681698
65,0.3,0.9651995905834186,0.8089517078916372,0.6428855589444371,0.5045045045045045,0.38814459049544997,0.41340607950116914,0.0001,0.01,0.03,1.0516808422865258,450,7,10,0,526,6,13,0.7,1,0.5398983200707339
66,0.3,0.9651995905834186,0.8042402826855124,0.6465985943508819,0.503515710832784,0.3885237613751264,0.4113795791114575,0.01,0.001,0.03,1.050212274038181,250,6,60,0,589,6,13,0.9,2,0.539594385499558
67,0.25,0.9662231320368475,0.8138987043580683,0.6290942845776423,0.5143924412217095,0.3833417593528817,0.4152766952455183,0.0001,0.001,0.03,1.050750717911613,450,7,40,0,574,6,19,0.7,1,0.5394009725906278
68,0.2,0.9723643807574207,0.7936395759717314,0.6495159793130885,0.498681608437706,0.3957280080889788,0.4045206547155105,0.001,0.001,0.015,1.051564556580611,450,4,40,0,1500,6,5,0.9,1,0.5382957559681698
69,0.25,0.9662231320368475,0.8047114252061248,0.6428855589444371,0.5062623599208965,0.38827098078867545,0.40950896336710835,0.001,0.01,0.02,1.0504331149908974,250,5,10,0,914,6,15,0.9,1,0.5392075596816976
70,0.25,0.9631525076765609,0.8157832744405182,0.6336029704283251,0.5124148538782685,0.3753791708796764,0.420576773187841,0.0001,0.01,0.03,1.0510256417721582,550,7,40,0,572,6,21,0.7,2,0.5391799292661361
71,0.25,0.9600818833162743,0.8037691401648999,0.6431507757591831,0.5099978026807295,0.38549039433771487,0.40950896336710835,0.0001,0.01,0.02,1.050642747633845,550,7,20,0,647,6,17,0.8,3,0.5393180813439434
72,0.25,0.962128966223132,0.814605418138987,0.6316138443177297,0.510327400571303,0.3867542972699697,0.41496492595479345,0.001,0.001,0.03,1.0510011111313147,350,7,50,0,614,6,19,0.7,3,0.5395667550839964
73,0.2,0.9590583418628454,0.8056537102473498,0.6347964460946824,0.5163700285651505,0.37841253791708795,0.4177708495713172,0.01,0.001,0.015,1.051095173217051,350,7,60,0,981,6,21,0.7,3,0.539290450928382
74,0.2,0.9651995905834186,0.8054181389870436,0.6440790346107943,0.5036255767963085,0.3885237613751264,0.4099766173031956,0.0001,0.01,0.015,1.050331124399871,350,5,40,0,1117,6,15,0.8,3,0.538986516357206
75,0.2,0.9570112589559877,0.8054181389870436,0.6377138310568891,0.5091188749725335,0.3835945399393327,0.41356196414653157,0.001,0.01,0.02,1.0507625891085834,250,6,50,0,808,6,21,0.9,1,0.5383786472148541
76,0.25,0.9600818833162743,0.8065959952885748,0.6412942580559607,0.506811689738519,0.38296258847320525,0.4130943102104443,0.001,0.0001,0.015,1.050422632100636,350,7,40,0,944,6,21,0.9,3,0.5385444297082228
77,0.2,0.9600818833162743,0.8082449941107185,0.6353268797241746,0.5075807514831905,0.38650151668351873,0.41356196414653157,0.0001,0.001,0.015,1.0509634642633912,450,7,60,0,1049,6,17,0.8,2,0.5385444297082228
78,0.25,0.9723643807574207,0.8030624263839812,0.6465985943508819,0.499560536145902,0.3899140546006067,0.4113795791114575,0.01,0.01,0.02,1.0510578983288965,250,4,40,0,1396,6,5,0.8,1,0.5389588859416445
79,0.2,0.9631525076765609,0.808716136631331,0.64301816735181,0.5047242364315535,0.38751263902932254,0.41247077162899454,0.0001,0.0001,0.03,1.0504562173891432,550,4,30,0,695,6,13,0.7,1,0.539594385499558
80,0.3,0.9631525076765609,0.8113074204946996,0.6407638244264686,0.5064820918479455,0.38561678463094035,0.4129384255650818,0.0001,0.001,0.03,1.0502142226726832,350,7,30,0,593,6,21,0.9,1,0.539539124668435
81,0.2,0.9611054247697032,0.7964664310954064,0.6529637979047872,0.503735442759833,0.3859959555106168,0.4059236165237724,0.001,0.001,0.02,1.050611584902393,450,4,10,0,764,6,15,0.8,3,0.538433908045977
82,0.25,0.9600818833162743,0.8065959952885748,0.6414268664633338,0.5082399472643375,0.3853640040444894,0.41044427123928295,0.0001,0.0001,0.03,1.0510997685321737,350,7,40,0,472,6,21,0.8,2,0.538986516357206
83,0.2,0.95496417604913,0.8002355712603062,0.6402333907969765,0.510327400571303,0.3862487360970677,0.4063912704598597,0.01,0.01,0.03,1.0514242937588367,550,6,10,0,473,6,21,0.8,1,0.5378536693191865
84,0.2,0.9662231320368475,0.7971731448763251,0.6503116297573266,0.5040650406504065,0.38877654196157735,0.40467653936087294,0.01,0.0001,0.03,1.0505532685409418,250,4,30,0,549,6,15,0.9,1,0.5385720601237842
85,0.25,0.962128966223132,0.8098939929328622,0.6443442514255404,0.501538123489343,0.3825834175935288,0.4160561184723305,0.0001,0.01,0.03,1.0505993400086355,250,5,30,0,636,6,15,0.7,2,0.538737842617153
86,0.3,0.9672466734902764,0.8070671378091873,0.6436812093886752,0.5007690617446715,0.3866279069767442,0.4162120031176929,0.001,0.0001,0.02,1.0502517757096994,350,5,60,0,931,6,11,0.7,1,0.5391246684350133
87,0.3,0.9641760491299898,0.806831566548881,0.6469964195730009,0.498681608437706,0.391051567239636,0.4084177708495713,0.001,0.0001,0.03,1.0498492472304821,350,6,20,0,495,6,17,0.8,1,0.5387654730327144
88,0.3,0.962128966223132,0.8094228504122497,0.6436812093886752,0.5045045045045045,0.38422649140546006,0.414809041309431,0.001,0.01,0.03,1.049676293260375,450,6,60,0,503,6,21,0.7,3,0.5394286030061892
89,0.2,0.9590583418628454,0.8070671378091873,0.6406312160190956,0.5014282575258185,0.3897876643073812,0.40904130943102107,0.001,0.01,0.03,1.051109143627725,450,5,30,0,569,6,21,0.9,1,0.5378536693191865
90,0.2,0.9590583418628454,0.8,0.6465985943508819,0.504834102395078,0.38561678463094035,0.406858924395947,0.001,0.01,0.015,1.0503341632286782,250,4,10,0,1161,6,15,0.8,3,0.5378260389036251
91,0.2,0.9580348004094166,0.7978798586572439,0.6458029439066437,0.5086794111184355,0.39067239635995954,0.4014029618082619,0.0001,0.001,0.02,1.0514641970660725,350,6,10,0,695,6,13,0.8,1,0.5384891688771
92,0.25,0.970317297850563,0.8035335689045936,0.6479246784246121,0.505493298176225,0.38384732052578363,0.41184723304754484,0.01,0.001,0.03,1.0508189727900892,450,4,10,0,642,6,13,0.8,2,0.5394838638373121
93,0.2,0.962128966223132,0.8122497055359246,0.6387746983158732,0.5067018237749945,0.3853640040444894,0.4106001558846454,0.0001,0.0001,0.03,1.0505422455390572,250,5,40,0,760,6,13,0.9,3,0.5387931034482759
94,0.3,0.970317297850563,0.8023557126030624,0.6485877204614773,0.5001098659635245,0.3921890798786653,0.4074824629773967,0.01,0.001,0.015,1.0500021570972558,250,6,20,0,948,6,15,0.9,1,0.5391799292661361
95,0.3,0.9631525076765609,0.8032979976442874,0.6503116297573266,0.497143484948363,0.38827098078867545,0.41013250194855805,0.001,0.001,0.015,1.0503108125525182,550,4,50,0,980,6,15,0.7,2,0.5383233863837312
96,0.2,0.9611054247697032,0.8011778563015313,0.6444768598329134,0.5031861129422105,0.3889029322548028,0.40857365549493374,0.001,0.001,0.015,1.0503947276901335,450,5,50,0,1014,6,19,0.9,2,0.5381852343059239
97,0.3,0.9600818833162743,0.8082449941107185,0.6467312027582549,0.502417051197539,0.38738624873609706,0.4129384255650818,0.01,0.0001,0.015,1.0502741402809601,350,6,40,0,985,6,19,0.8,1,0.5397049071618037
98,0.3,0.9651995905834186,0.8082449941107185,0.6408964328338417,0.509887936717205,0.38030839231547015,0.41792673421667964,0.001,0.001,0.03,1.05011813584396,250,7,50,0,583,6,17,0.8,1,0.539843059239611
99,0.25,0.9651995905834186,0.8065959952885748,0.6415594748707067,0.5097780707536805,0.3834681496461072,0.4129384255650818,0.001,0.001,0.02,1.050962268665549,550,6,40,0,775,6,13,0.7,1,0.5395667550839964
100,0.25,0.9611054247697032,0.8084805653710248,0.6419573000928259,0.5097780707536805,0.3790444893832154,0.4171473109898675,0.01,0.0001,0.015,1.050081260766004,250,5,50,0,1077,6,19,0.7,3,0.539539124668435
101,0.25,0.9641760491299898,0.7974087161366313,0.6509746717941918,0.501318391562294,0.38953488372093026,0.40327357755261106,0.001,0.01,0.015,1.0504012206844,350,4,10,0,892,6,15,0.7,1,0.5379089301503095
102,0.3,0.9692937563971341,0.8061248527679623,0.6443442514255404,0.5027466490881125,0.3885237613751264,0.41091192517537023,0.001,0.01,0.02,1.0503179967908973,250,7,30,0,878,6,13,0.9,1,0.5391799292661361
103,0.3,0.9651995905834186,0.8084805653710248,0.6419573000928259,0.510766864425401,0.37651668351870576,0.4224473889321902,0.0001,0.01,0.015,1.0500763121751426,250,7,40,0,1001,6,21,0.7,3,0.5402851458885941
104,0.2,0.9580348004094166,0.8084805653710248,0.6386420899085002,0.507251153592617,0.3832153690596562,0.4127825409197194,0.0001,0.0001,0.02,1.050816867277917,550,6,30,0,846,6,15,0.8,3,0.5382681255526083
105,0.25,0.9570112589559877,0.8082449941107185,0.6403659992043496,0.503295978905735,0.3891557128412538,0.40857365549493374,0.001,0.001,0.03,1.0506866563099768,550,6,20,0,496,6,15,0.7,1,0.5381299734748011
106,0.3,0.962128966223132,0.8073027090694935,0.647261636387747,0.5038453087233575,0.3889029322548028,0.40763834762275913,0.0001,0.01,0.015,1.049884778454001,450,5,40,0,984,6,19,0.8,1,0.5395114942528736
107,0.2,0.9590583418628454,0.8002355712603062,0.642487733722318,0.5099978026807295,0.3885237613751264,0.40576773187841,0.0001,0.01,0.015,1.0508786454598051,350,6,10,0,1097,6,13,0.9,1,0.538737842617153
108,0.3,0.9662231320368475,0.805889281507656,0.64739424479512,0.503076246978686,0.3880182002022245,0.41247077162899454,0.001,0.001,0.03,1.0497338174636095,250,5,60,0,565,6,15,0.7,2,0.5399535809018567
109,0.2,0.962128966223132,0.809658421672556,0.6367855722052778,0.507470885519666,0.3877654196157735,0.40763834762275913,0.0001,0.01,0.03,1.0507805314306673,350,7,30,0,616,6,13,0.9,2,0.5382681255526083
110,0.3,0.9651995905834186,0.8021201413427562,0.6530964063121601,0.495385629531971,0.391051567239636,0.4102883865939205,0.001,0.0001,0.015,1.05061249366345,550,4,30,0,990,6,11,0.7,2,0.5390141467727675
111,0.25,0.9682702149437052,0.805889281507656,0.6416920832780798,0.5071412876290925,0.38195146612740144,0.4152766952455183,0.001,0.0001,0.03,1.0505226162601344,250,6,50,0,600,6,13,0.8,3,0.5390141467727675
112,0.25,0.9672466734902764,0.8065959952885748,0.6422225169075719,0.505932762030323,0.38751263902932254,0.41418550272798127,0.001,0.001,0.015,1.0502865661823917,350,6,60,0,1231,6,13,0.7,3,0.5398983200707339
113,0.3,0.970317297850563,0.7988221436984688,0.6505768465720727,0.5007690617446715,0.39193629929221435,0.4067030397505846,0.001,0.0001,0.03,1.0510187606330732,250,5,30,0,498,6,11,0.8,1,0.5391522988505747
114,0.25,0.9611054247697032,0.808716136631331,0.6390399151306193,0.5082399472643375,0.38372093023255816,0.41153546375681993,0.001,0.0001,0.02,1.0504555525084005,450,6,40,0,778,6,19,0.8,2,0.5385996905393458
115,0.2,0.9600818833162743,0.7976442873969376,0.6500464129425806,0.5,0.39332659251769464,0.4053000779423227,0.001,0.01,0.02,1.0504329754848556,550,4,50,0,754,6,15,0.7,2,0.5384891688771
116,0.25,0.9590583418628454,0.8044758539458187,0.6440790346107943,0.5086794111184355,0.3822042467138524,0.41418550272798127,0.01,0.0001,0.015,1.0505698487489752,350,6,40,0,959,6,15,0.7,1,0.5393457117595049
117,0.25,0.9662231320368475,0.8094228504122497,0.6455377270918976,0.503295978905735,0.38561678463094035,0.4146531566640686,0.001,0.01,0.03,1.0506666900864265,450,4,10,0,700,6,10,0.7,2,0.5398983200707339
118,0.2,0.9600818833162743,0.8047114252061248,0.6390399151306193,0.5067018237749945,0.3889029322548028,0.4123148869836321,0.001,0.0001,0.015,1.0504821552570365,250,7,50,0,1013,6,17,0.7,1,0.538986516357206
119,0.25,0.9580348004094166,0.8134275618374558,0.6386420899085002,0.503735442759833,0.3846056622851365,0.41418550272798127,0.01,0.001,0.03,1.0508598558765796,550,7,50,0,510,6,21,0.9,2,0.5385167992926614
120,0.25,0.9733879222108496,0.7941107184923439,0.6546877072006365,0.4994506701823775,0.3857431749241658,0.3990646921278254,0.0001,0.0001,0.03,1.0540176707828333,350,4,10,0,548,6,4,0.7,3,0.5364997789566756
121,0.25,0.9600818833162743,0.8047114252061248,0.6412942580559607,0.507470885519666,0.38485844287158744,0.4091971940763835,0.0001,0.0001,0.02,1.0501276585763413,250,6,60,0,725,6,17,0.7,1,0.5382128647214854
122,0.25,0.9692937563971341,0.8023557126030624,0.6459355523140167,0.5042847725774555,0.39067239635995954,0.40701480904130943,0.001,0.0001,0.015,1.050639186800143,250,6,30,0,1098,6,11,0.9,3,0.5392351900972591
